AXP,BA,CAT,CSCO,CVX,DIS,GS,HD,IBM,SP500
117.49,359.75,131.95,53.47,117.5,134.99,200.95,195.17,138,2879.42
117.26,354.13,131.2,52.92,121.19,133.59,201.63,194.58,135.34,2870.72
118.46,354.67,131.34,53.36,121.99,134.04,202.05,194.58,135.32,2881.4
115.9,337.37,125.3,51.3,120.44,131.34,194.97,190.34,131.42,2811.87
117.01,343.04,127.47,52.02,121.64,133.2,196.28,191.62,133.31,2834.41
117.66,345.64,127.3,52.44,122.14,134.68,196.4,191.76,134.4,2850.96
119.84,353.81,126.61,55.93,120.8,135.5,199.14,192.38,135.88,2876.32
119.07,355.02,122.76,56.35,120.52,135.04,197.43,192.58,134.32,2859.53
119.84,352.79,122.43,56.01,120.84,133.91,197.24,190.95,135.12,2840.23
120.55,358.75,124.95,56.52,121.34,134.09,199.11,191.45,136.45,2864.36
120.01,352.78,123.56,55.69,120.57,133.85,195.52,188.91,136.35,2856.27
118.43,350.55,122.26,54.19,117.87,132.73,191.97,192,132.39,2822.24
119.51,354.9,122.9,54.37,118.71,132.79,193,193.59,132.28,2826.06
118.17,354.88,121.59,53.93,118.31,132.62,189.44,191.55,130.46,2802.39
117.01,348.8,121.48,53.18,116.77,131.57,188.05,189.99,129.69,2783.02
116.74,349.87,121.84,53.57,115.38,132.2,187.37,191.08,129.57,2788.86
114.71,341.61,119.81,52.03,113.85,132.04,182.49,189.85,126.99,2752.06
114.62,338.89,120.65,51.78,115.99,132.47,183.19,189.57,128.27,2744.45
116.85,344.62,122.08,53.23,117.3,134.82,189.88,195.25,132.69,2803.27
118.12,348.75,123.12,54.75,117.65,135.94,188.44,196.69,131.49,2826.15
119.43,350.64,123.39,55.1,120.68,137.21,189.81,197.17,132.22,2843.49
121.11,353.7,124.46,55.93,121.48,138.04,189.81,197.3,133.31,2873.34
122.66,353.8,125.74,56.42,122.29,137.07,194.12,198.05,134.74,2886.73
123.23,349.33,127.28,57.11,121.17,135.08,194.73,198.01,135.95,2885.72
122.03,347.03,127.1,55.86,120.19,135.72,190.22,198.94,134.87,2879.84
121.86,348.86,127.17,56.17,120.91,141.74,191.45,202.35,135.76,2891.64
122,347.16,127.23,54.75,120.81,141.65,191.66,205.77,135.15,2886.98
121.45,354.9,127.32,55.4,121.39,140.97,190.83,206.98,134.95,2889.67
123.43,373.96,130.33,56.05,122.93,139.24,194.98,207.48,136.38,2917.75
124.68,368.56,130.61,56.13,122.89,140.92,195.64,207.94,137.08,2926.46
124.92,374.88,133.63,57.41,124.28,142.02,195.7,211.25,138.85,2954.18
124.73,371.84,133.89,57.03,124.93,140.23,195.94,209.39,139.2,2950.46
124.14,373.99,134.37,57.18,124.91,139.22,197.49,205.5,139.35,2945.35
123.16,369.32,133.71,56.08,123.64,139.94,196.06,204.74,138.36,2917.38
123.59,374.94,135.15,56.6,123.93,140.4,197.01,206.42,138.52,2913.78
123.94,364.02,135.5,55.73,123.11,139.3,199.32,207.02,138.52,2924.92
123.44,364.01,136.29,54.73,124.44,139.64,204.6,207.97,137.9,2941.76
124.92,356.46,136.6,54.74,124.84,141.65,206.86,210.28,139.88,2964.33
125.1,354.16,135.85,55.81,122.93,142.53,205.98,210.14,140.22,2973.01
125.86,354.47,135.59,56.48,123.35,142.98,206.04,212.1,141.54,2995.82
125.4,355.86,135.49,56.6,123.54,142.45,207.9,211.46,141.38,2990.41
124.85,351.12,134.84,56.19,123.6,141.02,205.75,212.91,140.57,2975.95
125.9,353.09,134.29,56.34,123.35,141.61,207.77,212,139.33,2979.63
126.89,352.3,132.64,57.13,125.44,143.54,205.97,210.75,140.47,2993.07
127.28,359,133.96,57.3,125.43,143.56,211.35,214.04,141.24,2999.91
127.96,365.33,138.36,57.95,125.98,144.88,213.94,218.23,142.74,3013.77
128.57,361.61,139.64,58.05,125.72,145.06,211.58,218.7,143.32,3014.3
128.06,362.75,139.09,57.62,124.76,144.3,215.52,217.26,143.53,3004.04
127.08,369.52,135.73,57.21,124.14,142.57,213.3,215.61,143.07,2984.42
128.4,361.11,134.89,57.74,124.68,141.63,214.52,214.44,149.63,2995.11
124.82,377.36,136.23,57.36,125.04,139.85,213.52,213.04,149.68,2976.61
126,373.42,135.24,57.73,125.31,140.84,214,211.27,149.74,2985.03
128.2,373.07,138.1,57.71,125.82,141.26,219.43,213.08,150.38,3005.47
127.95,361.43,131.91,57.23,126.54,141.29,222.03,214.71,150.03,3019.56
127.15,348.09,134.71,56.62,125.63,143.21,219.98,215.55,150.39,3003.67
126.78,345,132.92,56.53,123.72,144.65,222.14,216.91,151.36,3025.86
127.19,340.21,134.46,56.93,124.23,146.39,220.32,218.04,150.88,3020.97
126.47,347.46,132.95,56.47,124.34,144.93,221.4,217.36,149.77,3013.18
124.37,341.18,131.67,55.4,123.11,143.01,220.13,213.69,148.24,2980.38
124.09,334.29,126.79,55.39,120.74,141.85,211.6,212.83,150.32,2953.56
124.31,339.56,124.54,53.25,120.73,141.71,209.37,212.15,147.25,2932.05
120.72,331.06,121.65,51.37,118.74,138.3,201.68,204.94,140.76,2844.74
122.55,332.45,122.08,52.6,119.38,141.87,206.01,208.8,140.73,2881.77
123.54,331.38,120.78,52.34,119.1,134.86,205.74,207.91,139.11,2883.98
125.29,336.35,122.02,53.16,123.23,137.89,207,211.57,140.1,2938.09
126.17,337.55,119.38,52.43,122.42,138.52,206.9,210.02,136.13,2918.65
123.95,332.94,116.72,51.54,121.55,135.75,201.52,207.01,134.12,2883.75
126.32,332.86,119.01,52.72,122.39,137.01,204.11,208.33,135.79,2926.32
122.65,320.42,115.21,50.61,117.74,132.85,195.56,201.59,131.25,2840.6
122.38,328,115.25,46.25,116.95,133.41,196.18,201.79,131.92,2847.6
124.63,330.45,116.43,46.96,115.81,135.2,199.42,203.65,133.76,2888.68
124.4,333.78,117.36,48.5,117.31,135.29,202.2,207.95,135.04,2923.65
121.42,331.75,116.67,47.93,116.13,135.13,199.98,217.09,133,2900.51
122.5,339.99,117.68,48.77,117.88,135.76,200.68,220.4,134.25,2924.43
122.27,354.41,117.89,48.18,117.73,136.08,202.42,221.02,134.32,2922.95
117.76,356.01,114.06,46.61,115.18,131.67,196.2,217.47,129.57,2847.11
118.53,359.04,114.42,47.1,115.74,134.61,199.65,218.65,129.99,2878.38
117.75,354.73,113.38,46.79,115.83,134.49,198.07,218.21,131.17,2869.16
119.09,359.97,114.86,46.87,116.83,136.55,200.42,221.95,132.76,2887.94
120.74,362.74,117.77,47.27,117.52,137.84,203.44,227.32,134.88,2924.58
120.37,364.09,119,46.81,117.72,137.26,203.91,227.91,135.53,2926.46
117.6,354.42,117.03,46.5,116.27,136.31,198.97,224.07,134.1,2906.27
118.4,356.53,119.1,47.32,117.25,137.89,201.73,224.15,136.32,2937.78
120.67,360.3,122.99,48.42,117.64,138.84,207.05,228.15,140.97,2976
120.19,363,122.7,48.84,118.26,139.55,207.21,231.13,140.57,2978.71
119.92,358.78,127.25,48.58,119.39,138.83,211.98,232.87,142.6,2978.43
117.31,369.49,130.29,49.21,121.85,135.79,215.63,233,145.05,2979.39
118,382.94,133.09,50.03,121.28,136.19,216.8,232.66,143.6,3000.93
119.02,375.63,131.75,49.93,121.42,137.5,218.74,233.8,143.62,3009.57
119.2,379.76,133.78,50.03,121.5,138.02,219.9,233.98,143.67,3007.39
117.64,378.85,133.15,49.96,124.12,135.8,217.22,230.99,142.48,2997.96
119.05,384.2,132.17,49.41,123.89,136.31,215.91,230.21,142.2,3005.7
118.74,386.41,131.07,49.34,124.18,136.8,217.08,230.83,142.22,3006.73
117.79,384.44,130.12,49.19,123.66,133.3,215.23,228.12,142.97,3006.79
116.8,379.39,128.16,49.6,124.32,132.27,213.74,224.67,141.88,2992.07
118.24,377.03,128.42,49.42,124.9,132.46,213.46,226.25,142.07,2991.78
118.17,381.65,125.99,49.12,123.74,131.97,207.75,225.41,141.68,2966.6
119.12,386.2,126.61,49.605,123.51,133.09,210.03,228.1,143.16,2984.87
118.91,386.89,126.39,48.83,120.16,131.27,208.22,229.79,143.55,2977.62
118.59,382.86,126.59,48.84,118.6,129.96,208.97,229.86,143.24,2961.79
118.28,380.47,126.31,49.41,118.6,130.32,207.23,232.02,145.42,2976.74
116.7,374.94,122.37,47.74,116.01,129.55,202.69,231.08,143.66,2940.25
112.86,367.36,119.96,46.56,112.29,129.14,198.25,225.55,141.69,2887.61
112.55,372.07,120.04,47.06,113.15,128.15,197.24,226.81,142.02,2910.63
114.41,375.7,121.04,47.52,113.85,130.27,200.8,227.93,142.99,2952.01
113.65,376.54,120.25,47.77,113.26,130.9,200.4,226.74,141.28,2938.79
112.54,374.1,117.97,46.39,111.71,128.47,197.37,226.67,138.38,2893.06
113.92,374.96,119.44,46.84,113.14,129.33,196.85,228.94,139.67,2919.4
115.02,371,122.69,46.15,114.59,129.34,199.87,231.61,141.13,2938.13
116.4,374.92,128.4,46.56,116.15,130.02,204.68,234.66,142.76,2970.27
116.39,373.18,128.38,46.05,116.18,129.7,205.82,234.18,142.04,2966.15
117.59,370.96,131.03,46.36,116.31,129.76,206.46,235.62,143,2995.68
117.41,372.43,130.19,46.79,115.11,130.86,207.42,235.9,142.11,2989.69
119.1,369.06,132.07,47.03,115.35,132.37,206.46,236.77,134.26,2997.95
116.76,344,130.71,46.71,114.74,130.89,206.52,237.93,134.09,2986.2
119.05,331.06,132.23,47.39,116.61,130.26,209.25,236.7,132.58,3006.72
118.61,337,133.69,47.55,117.8,132.4,209.6,237.2,133.96,2995.99
116.49,340.5,135.34,47.05,117.98,131.13,211.32,234.67,134.38,3004.52
116.41,344.55,133.85,46.41,117.58,130.26,211.05,233.89,134.07,3010.29
118.26,339.83,139.73,46.9,118.67,130.9,214.23,234.38,135.44,3022.55
118.58,340.88,140.06,47.17,118.48,130.53,217.75,236.8,135.97,3039.42
117.42,348.93,141.33,47.24,118.13,129.48,217.64,234.14,133.82,3036.89
118.07,346.06,140.34,47.56,116.36,129.6,215.81,236.24,135.25,3046.77
117.28,339.91,137.8,47.51,116.14,129.92,213.38,234.58,133.73,3037.56
119.14,345.19,144.49,47.03,116.21,132.75,217.39,237.34,135.53,3066.91
119.62,351.09,146.92,47.48,121.57,132.92,219.87,234.92,137.67,3078.27
118.77,358.29,146.37,47.76,121.94,131.45,218.64,232.2,137.89,3074.62
119.69,354.19,145.49,48.27,119.9,131.27,218.42,234.01,138.78,3076.78
121.28,357.31,147.01,48.42,121.89,132.96,223.29,232.94,137.69,3085.18
121.47,351,148.16,48.83,120.93,137.96,222.91,232.84,137.61,3093.08
120.9,366.96,148,48.1,120.81,136.74,219.03,231.8,135.47,3087.01
120.89,362.88,146.34,48.37,120.96,138.58,220.41,233.12,135.59,3091.84
120.26,362.5,144.49,48.46,122.28,148.72,219.32,234.8,134.48,3094.04
120.93,367.44,143.44,44.91,121.96,147.15,219.43,236.55,134,3096.63
120.76,371.68,145.31,45.09,120.64,144.67,220.25,237.29,134.4,3120.46
119.66,369.46,143.59,45.15,118.55,147.65,219.73,238.85,134.31,3122.03
120,367,143.18,45.47,116.45,148.38,220.04,225.86,134.52,3120.18
119.3,370.91,141.52,45.08,117.34,146.93,217.91,220.9,133.2,3108.46
118.8,366.44,143.36,44.84,118.77,146.9,218.23,218.54,133.84,3103.54
119.06,371.34,143.88,44.85,118.63,148.29,220.28,218.03,134.34,3110.29
120.6,373.13,146.42,45.45,118.38,149.69,222.75,218.4,135.97,3133.64
119.79,373.51,146.09,45.31,117.79,151.64,222.45,220.76,135.09,3140.52
120.33,368,145.69,45.24,118.07,151.48,222.95,223,133.77,3153.63
120.12,366.18,144.73,45.31,117.13,151.58,221.35,220.51,134.45,3140.98
117.26,355.18,142.96,44.7,116.8,150.62,217.64,217.62,132.91,3113.87
116.57,352.08,140.06,44.28,115.89,148.58,212.24,214,132.12,3093.2
117.94,348.84,140.12,43.89,116.94,148.28,215.94,214.1,131.99,3112.76
118.28,345.68,141.05,43.52,116.33,147.44,217.14,213,131.91,3117.43
120.61,354.09,142.72,43.84,118.01,147.66,224.61,214.28,133.22,3145.91
120.46,351.21,142.83,43.9,117.3,146.21,221.81,216.53,133.92,3135.96
120.9,347.9,142.87,44.1,117.89,146.1,221.88,215.9,133.91,3132.52
120.64,350,144,44.28,116.23,147.59,221.19,212,133.76,3141.63
122.64,346.29,146.78,45.67,118.81,147.76,226.05,212.04,135.32,3168.57
124.72,341.67,145.53,45.3,117.96,146.38,225,214.08,134.21,3168.8
123.68,327,145.36,45.98,119.36,148.46,228.04,215.53,134.13,3191.45
124.95,327,146.37,46.44,118.6,147.73,231.15,217.72,134.22,3192.52
124.26,330.68,147.12,46.64,118.55,146.26,230.45,218,134.41,3191.14
124.83,333.5,145.02,47.88,118.13,146.15,229.94,220.22,134.56,3205.37
125.77,328,147.57,47.45,119.68,146.88,228.93,221.19,135.59,3221.22
124.49,337.55,148.5,48.1,120.33,144.68,229.09,219.21,135.55,3224.01
124.74,333,147.48,47.78,120.34,145.29,229.91,220.67,134.98,3223.38
125.41,329.92,148.22,47.85,120.6,145.7,231.21,220.82,134.91,3239.91
125.19,330.14,148.28,47.77,120.3,145.75,230.66,219.97,135.27,3240.02
124.3,326.4,147.52,47.59,119.85,143.77,229.8,217.31,132.81,3221.29
124.49,325.76,147.68,47.96,120.51,144.63,229.93,218.38,134.04,3230.78
125.85,333.32,150.53,48.42,121.43,148.2,234.32,219.66,135.42,3257.85
124.6,332.76,148.44,47.63,121.01,146.5,231.58,218.93,134.34,3234.85
124.06,333.74,148.34,47.8,120.6,145.65,233.95,219.96,134.1,3246.28
123.41,337.28,146.38,47.49,119.06,145.7,235.49,218.52,134.19,3237.18
125.54,331.37,147.68,47.52,117.7,145.4,237.76,221.79,135.31,3253.05
127.81,336.34,147.31,47.32,117.51,144.83,242.6,225.19,136.74,3274.7
127.28,329.92,146.13,47.13,116.44,144.62,242.11,224.22,136.69,3265.35
128.54,330.22,146.82,47.97,116.66,143.88,245.21,223.34,136.6,3288.13
128.8,332.35,146.68,47.79,116.3,145.2,245.66,222.81,135.82,3283.15
129.82,329.8,145.57,48.01,116.13,144.32,245.21,224.59,136.62,3289.29
130.55,332,147.87,49.05,116.89,145.12,249.72,228.82,137.98,3316.81
131.52,324.15,147.78,49.02,115.58,144.33,249.46,231.91,138.31,3329.62
130.53,313.37,145.85,48.8,113.31,143.56,245.7,232.95,139.17,3320.79
131.49,309,142.63,49.06,112.9,144.01,247.05,232.9,143.89,3321.75
131.37,317.79,142.75,49,113.1,142.2,245.58,233.65,142.87,3325.54
135.11,323.05,140.38,48.85,111.85,140.08,241.92,232,140.56,3295.47
130.64,316.6,135.73,47.47,110.39,135.9,238.14,231.19,138.62,3243.63
132.45,316.56,136.74,47.77,111.12,138.37,242.58,233.86,139.55,3276.24
131.68,322.02,135.78,47.05,110.37,136.06,240.12,234.02,137.69,3273.4
133.22,323.3,135.37,47.24,111.4,137.81,244.13,232.79,136.77,3283.66
129.87,318.27,131.35,45.97,107.14,138.31,237.75,228.1,143.73,3225.52
131,316,129.77,46.53,106.28,141.32,239.01,231.54,146.27,3248.92
131.85,317.94,133.51,47.62,106.85,144.73,241.94,235,149.11,3297.59
133.6,329.55,137.44,48.45,110.28,141.37,244.3,238.11,156.33,3334.69
133.25,341.43,137.25,48.69,109.49,142.7,241.82,238.84,156.76,3345.78
131.82,336.75,133.37,47.97,108.94,141.02,238,237.3,153.41,3327.71
132.24,344.67,134.32,48.87,109.79,142.59,237.36,240.61,154.43,3352.09
132.63,344.42,136.19,49.13,111.21,141.01,236.46,241.64,153.48,3357.75
133.24,347.45,139.59,49.93,112.04,141.85,238.65,241.59,155.31,3379.45
134.46,342.82,139.72,47.32,111.66,140.9,238.35,242.36,154.31,3373.94
135.87,340.49,137.99,46.97,110.08,139.54,237.08,245.03,150.7,3380.16
135.6,338.88,136.58,46.59,110.24,139.14,233.21,243.94,151.1,3370.29
136.93,338.3,136.86,46.29,110.74,141.3,237.33,243.64,150.86,3386.15
136.58,336.28,136.93,46.85,109.81,140.37,232.73,247.02,151.22,3373.23
134.9,330.38,137.21,46.295,109.01,138.97,230.62,245.34,149.84,3337.75
128.19,317.9,132.17,44,104.71,133.01,224.54,239.7,146.43,3225.89
120.9,304.14,129,42.74,100.71,128.19,217.61,237.38,141.71,3128.21
118.5,305.59,128.25,42.16,98.04,123.36,215.78,235.28,139.75,3116.39
112.81,287.76,123.27,40.04,94.13,118.04,205.69,224.73,133.11,2978.76
109.93,275.11,124.24,39.93,93.34,117.65,200.77,217.84,130.15,2954.22
113.87,289.27,127.6,41.17,96.59,119.98,209.47,229.94,134.3,3090.23
108.01,280.62,124.38,40.04,94.39,116.45,203.43,227.94,128.9,3003.37
115.7,283.12,127.4,41.39,98.53,119.18,208.74,241.08,134.22,3130.12
110.94,260.37,121.97,39.57,97.19,113.98,198.79,234.81,129.55,3023.94
108.24,262.33,121.41,39.68,95.32,115.27,192.85,228.51,127.73,2972.37
98.29,227.17,104.07,37.96,80.67,104.35,172.81,210.46,117.81,2746.56
103.3,231.01,106.49,40.08,84.98,111.46,184.35,225.7,124.77,2882.23
95.38,189.08,100.69,37.05,83.03,105.51,171.89,212.89,117.97,2741.38
83.53,154.84,92.26,33.2,76.26,91.81,150.68,190.59,102.81,2480.64
99.6,170.2,99.64,37.64,83.42,102.52,177.17,205.67,107.95,2711.02
85.87,129.61,93.41,33.71,69.7,95.01,154.66,164.96,99.08,2386.13
86.58,124.14,100.2,35.5,70.69,93.53,158.67,173.64,106.65,2529.19
73.75,101.89,100.12,37.12,55.05,88.8,140.02,155.63,103.55,2398.1
77.07,97.71,103.01,37.71,57.39,94.93,149.49,161.13,100.34,2409.39
74.12,95.01,95.5,35.6,59.39,85.98,138.41,152.15,95.39,2304.92
68.96,105.62,91.85,34.6,54.22,85.76,134.97,162.39,94.77,2237.4
84.05,127.68,101.34,38.6,66.55,98.12,153.6,184.72,105.48,2447.33
90.17,158.73,104.67,37.67,69.27,100.73,155.13,181.76,105.85,2475.56
93.29,180.55,110.5,40.58,76.38,105.36,165.79,195.21,112.89,2630.07
88.73,162,105.44,38.82,68.78,96.4,158.34,190.55,108.03,2541.47
90.27,152.28,111.71,40.32,71.95,99.8,159.62,196.1,112.93,2626.65
85.61,149.14,116.04,39.31,72.46,96.6,154.59,186.71,110.93,2584.59
77.84,130.7,111.35,38.33,68.56,94.92,145.29,178.63,105.14,2470.5
76.66,123.27,116.74,39.8,76.12,96.97,149.93,181.31,110,2526.9
73.6,124.52,114.67,39.06,75.11,93.88,146.93,178.7,106.34,2488.65
83.87,148.77,120.43,41.43,80.39,99.58,158.23,191.33,114.82,2663.68
87.58,141.58,121.92,40.64,80.92,101.24,166.02,192.29,114.94,2659.41
92.08,146.87,127.4,41.74,85.98,101.07,176.96,194.82,119.29,2749.98
94.82,151.84,125.03,41.2,84.31,104.5,184.26,201.53,121.5,2789.82
90.33,147.33,114.14,41.22,84.91,103.5,179.18,198.79,121.15,2761.63
88.39,141,116.48,42.78,84.61,106.03,178.23,207.17,123.91,2846.06
83.79,145.98,111.53,41.52,82.49,103.37,178.52,198.48,118.69,2783.36
81.35,134.24,113.22,41.5,79.99,102.02,177.04,199.85,115.73,2799.55
87.39,154,116.3,42.48,87.17,106.63,183.49,209.42,120.12,2874.56
84.01,143.61,114.6,42.54,83.57,102.26,180.4,206.05,120.41,2823.16
81.52,136.33,109.85,40.55,81.64,100.54,173.81,200.61,116.76,2736.56
82.54,134.97,110.64,41.76,84.44,100.99,175.98,204.17,119.31,2799.31
82.46,137.74,112.91,41.62,86.8,101,175.05,202.32,121.35,2797.8
83.17,128.98,114.04,42.52,87.01,101.19,177,212.18,124.72,2836.74
85.06,128.68,115.2,43.06,89.71,106.06,183.54,217.76,125.92,2878.48
88.19,131.3,115.46,42.49,89.91,106.21,187.01,217.63,126.27,2863.39
96.12,139,120.06,43.34,94.62,112.25,190.03,221.81,128.69,2939.51
91.25,141.02,116.38,42.38,92,108.15,183.42,219.83,125.56,2912.43
88.32,133.37,110.88,40.92,89.44,105.5,177.1,218.57,121.87,2830.71
86.38,131.46,107.72,41.35,91.44,103.18,176.03,221.84,121.68,2842.74
86.74,125.4,108.91,41.46,92.89,101.06,178.3,225.61,122.58,2868.44
84,121.86,107.67,41.15,90.05,100.88,176.92,223.92,123.17,2848.42
86.73,128.65,107.29,41.37,92.64,105.57,182.32,229.45,121.23,2881.19
89.5,133.44,112.11,42.99,95.47,109.16,185.39,234.43,122.99,2929.8
85.33,128.91,108.61,43.32,93.37,107.77,183.16,236.56,122.59,2930.32
83.14,125.22,105,43.22,91.1,104.56,177.21,232.9,120.26,2870.12
78.03,121.5,104.48,41.95,88.7,102.92,171.8,230.1,115.73,2820
83.81,122.52,106.19,43.85,90.05,105.91,174.45,234.48,116.95,2852.5
82.22,120,107.92,44.27,89.16,109.05,171.87,239.33,116.98,2863.7
88.41,135.44,115.02,45.06,92.55,116.85,181.88,245.35,121.56,2953.91
87.26,130.44,112.08,44.605,89.62,114.37,177.83,238.1,120.29,2922.94
90.73,133.32,115.69,45.44,93,119.92,181.44,238.19,121.38,2971.61
89.83,139,114.06,44.64,92.04,117.83,180.1,240.88,119.12,2948.51
89.33,137.53,112.47,44.9,90.28,118.02,179.93,241.88,118.39,2955.45
94.32,144.73,117.41,44.84,93.3,120.95,196.06,242.48,121.76,2991.77
101.23,149.52,122.42,45.96,93.9,121.53,209.66,247.36,125.54,3036.13
98.06,149.82,120.74,45.595,90.87,116.75,201.22,245.14,124.53,3029.73
95.07,145.85,120.13,47.82,91.7,117.3,196.49,248.48,124.9,3044.31
96.75,151.39,120.5,46.3,92.79,118.77,199.93,247.29,124.89,3055.73
99.07,153.31,123.32,46.89,94.69,118.75,204.14,252.71,126,3080.82
105.4,173.16,127.09,46.94,97.18,122.18,210.57,251,129.05,3122.87
106.54,184.3,128.96,46.86,96.28,123.69,214.82,248.95,128.89,3112.35
109.73,205.43,135.12,47.83,100.81,124.82,217.92,254.9,132.06,3193.93
113.67,230.5,137.72,48.13,103.24,127.28,220.81,256.77,135.75,3232.39
110.46,216.74,134.19,48.05,101.53,123.89,218.1,256.76,131.87,3207.18
106.16,203.41,132.44,47.42,97.58,122.18,213.52,254.45,129.87,3190.14
98.6,170,121.55,43.67,89.37,112.64,194.13,239.47,118.01,3002.1
101.68,189.51,123.15,45.07,92.39,115.49,201.78,242.45,121.91,3041.31
103.95,190.94,123.61,45.35,91.23,117.08,206.31,241.36,121.65,3066.59
105.62,197.77,130.11,46.48,94.03,118.44,209.59,249.95,125.15,3124.74
103.96,192.54,128.23,46.17,91.54,117.65,206.19,250.85,124.15,3113.49
102.16,192.29,127.59,45.83,91.94,118.37,203.84,249.21,124.16,3115.34
100.94,187.02,127.46,45.32,90.63,114.35,201.63,246.65,122.47,3097.74
99.44,188.52,125.79,45.16,91.59,115.92,203.42,249.16,121.07,3117.86
99.42,187.88,126.25,45.47,91.44,116.59,204.78,250.31,119.41,3131.29
95.48,176.69,122.06,44.75,87.64,112.07,198.02,246.13,116.42,3050.33
97.85,174.88,124.71,45.22,89.21,111.36,207.1,245.38,119.03,3083.76
93.42,170.01,122.39,46.31,86.46,109.1,189.19,241.01,117.19,3009.05
94.52,194.49,125.25,46.15,87.67,111.52,193.47,246.12,119.75,3053.24
95.2,183.3,126.5,46.64,89.23,111.51,197.62,250.51,120.77,3100.29
94.05,180.32,126.06,46.06,87.62,113.01,197.57,248.15,118.54,3115.86
94.33,180.81,127.72,45.63,88.31,112.18,197.4,248.5,119.7,3130.01
96.58,187.91,129.43,46.42,88.57,114.43,207.36,249.55,120.19,3179.72
93.01,178.88,127.2,45.63,86.31,113.63,199.36,247.35,117.58,3145.32
92.9,180.08,128.13,45.81,86.35,116.66,202.25,249.17,117.71,3169.94
90.57,173.28,125.73,46.7,82.74,116.81,196.83,247.96,115.71,3152.05
93.23,178.44,128.01,46.66,85.23,119.34,205.56,250.11,118.35,3185.04
93.56,175.65,130.57,45.93,85.4,116.22,208.88,249.62,119.2,3155.22
94.84,179.96,136.88,46.26,88.35,118.66,214.01,257.79,120.6,3197.52
97.36,187.94,138.36,46.4,88.89,120.9,216.9,257.8,123,3226.56
96.32,178.7,138.56,45.78,88.36,119.43,214.67,258.08,124.01,3215.57
95.18,175.66,136.9,46.75,87.19,118.65,211.41,260.38,125.11,3224.73
94,174.42,134.63,46.97,85.27,117.79,211.71,260.17,126.37,3251.84
96.33,178.63,135.87,47.02,91.39,118.62,212.02,262.42,126.06,3257.3
96.54,179.79,136.98,46.9,91.04,119.03,206,265.17,128.67,3276.02
96.67,176.45,136.6,47.41,91.01,118.12,203.02,263.81,127.33,3235.66
95.33,173.76,137.58,46.4,90.13,117.61,201.47,265.31,125.79,3215.63
95.79,170.21,139.89,47.19,91.04,116.31,203.02,267.42,126.21,3239.41
94.42,170.84,138.03,46.28,89.11,116.18,201.62,265.28,124.47,3218.44
96.69,166.01,140.53,46.71,90.07,115.61,202.58,264.66,125.32,3258.44
94.65,161.95,136.73,46.44,86.27,115.66,199.53,266.31,122.9,3246.22
93.32,158,132.88,47.1,83.94,116.94,197.96,265.49,122.94,3271.12
93.54,162.27,131.78,47.16,84.81,116.35,199.39,266.18,124.31,3294.61
93.19,165.07,131.52,47.67,86.49,117.29,201.64,267.87,125.84,3306.51
95.39,174.28,134.97,47.33,87.2,127.61,204.52,267.48,125.45,3327.77
95.92,172.2,134.39,47.77,87.47,130.82,204.25,269.37,126.12,3349.16
99.16,170.02,134.92,47.43,86.8,129.93,208.27,271.64,124.96,3351.28
101.62,179.41,142.02,47.73,89.73,128.79,209.38,274.73,127.11,3360.47
103.26,180.13,142.53,47.19,89.62,130.49,211.06,274.92,126.75,3333.69
101.68,175.44,142.57,48.1,90.72,131.79,212.13,281.58,126.7,3380.35
100.42,174.73,140.67,42.72,89.82,130.96,208.39,281.66,125.03,3373.43
100.41,178.08,139.96,42.5,90.35,130.53,207.97,280.55,125.27,3372.85
97.55,172.01,138.72,42.09,90.77,129.37,203.07,288.24,124.44,3381.99
96.67,170.23,138.37,41.98,87.63,128.92,201.31,285,124.92,3389.78
96.89,169.27,138.02,41.87,86.39,127.77,203.02,282.86,123.84,3374.85
96.72,169.58,137.48,42.31,84.81,128.12,201.85,280.68,123.15,3385.51
96.15,167.5,138.43,42.25,85.08,127.44,202.43,283.23,123.16,3397.16
99.33,178.27,141.68,42.18,87.2,130.69,207.34,286.75,125.68,3431.28
99.05,174.73,141.15,41.96,86.13,129.79,206,286.13,124.64,3443.62
98.4,171.9,141.83,42.25,84.78,132.18,207.22,291.93,124.17,3478.73
101.53,174.2,143.37,42.29,84.91,133.73,210.15,288.63,124.65,3484.55
102.54,175.8,143.63,42.2,85.63,135.54,207.71,286.29,125.07,3508.01
101.59,171.82,142.31,42.22,83.93,131.87,204.87,285.04,123.31,3500.31
102.47,172.1,146.05,42.03,83.08,133.55,205.46,285.94,123.4,3526.65
104.4,174.78,149.27,42.42,83.19,135.39,210.04,287.2,128.18,3580.84
104.46,168.77,146.76,40.95,82.28,133.24,207.56,274.63,124.45,3455.06
105.67,171.05,148.18,40.82,81.93,131.99,210.94,269.66,122.3,3426.96
103.67,161.08,148.52,40,78.97,134.2,202.48,269.26,121.21,3331.84
103.78,160.78,152.69,40.13,80.03,133.36,202.22,277.04,122.26,3398.96
102.77,157.69,149.86,39.57,78.15,133.22,200.01,272.7,120.56,3339.19
103.36,160.23,153.83,39.88,77.69,131.75,200.92,276.33,121.46,3340.97
107.27,165.35,153.51,40.37,77.29,131.25,201.34,280.65,122.09,3383.54
106.68,163.49,148.6,40.6,76.35,131.24,198,285.58,122.44,3401.2
105.98,167.46,151.11,40.42,78.56,132.09,200.68,281.63,124.22,3385.49
